"","last_three_batter","Out","Batting Order","pitch_number","inning","home_team","p_throws","stand","game_type","events","player_name","game_date"
"2902",0,1,8,60,5,"TB","L","R","R","strikeout","Ray, Robbie","2021-04-24"
"2899",0,1,9,64,5,"TB","L","L","R","strikeout","Ray, Robbie","2021-04-24"
"2898",0,1,1,67,5,"TB","L","R","R","field_out","Ray, Robbie","2021-04-24"
"2893",1,0,2,68,6,"TB","L","R","R","single","Ray, Robbie","2021-04-24"
"2889",0,1,3,73,6,"TB","L","L","R","strikeout","Ray, Robbie","2021-04-24"
"2887",0,0,4,77,6,"TB","L","R","R","home_run","Ray, Robbie","2021-04-24"
"2882",0,1,5,79,6,"TB","L","R","R","field_out","Ray, Robbie","2021-04-24"
"2880",0,0,6,84,6,"TB","L","L","R","single","Ray, Robbie","2021-04-24"
"2872",0,1,7,86,6,"TB","L","R","R","field_out","Ray, Robbie","2021-04-24"
"3039",0,0,4,14,1,"KC","L","R","R","walk","Ray, Robbie","2021-04-18"
"3033",0,1,5,19,1,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"3032",0,1,6,25,1,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"3031",0,1,7,26,2,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"3025",1,0,8,27,2,"KC","L","L","R","single","Ray, Robbie","2021-04-18"
"3023",0,1,9,33,2,"KC","L","L","R","force_out","Ray, Robbie","2021-04-18"
"3016",0,0,1,35,2,"KC","L","R","R","walk","Ray, Robbie","2021-04-18"
"3012",0,0,2,42,2,"KC","L","R","R","walk","Ray, Robbie","2021-04-18"
"3011",0,1,3,46,2,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"3006",0,1,4,47,3,"KC","L","R","R","strikeout","Ray, Robbie","2021-04-18"
"3002",0,1,5,52,3,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"2997",1,0,6,56,3,"KC","L","R","R","walk","Ray, Robbie","2021-04-18"
"2993",0,0,7,61,3,"KC","L","R","R","walk","Ray, Robbie","2021-04-18"
"2989",0,1,8,65,3,"KC","L","L","R","field_out","Ray, Robbie","2021-04-18"
"2987",0,0,9,69,4,"KC","L","L","R","double","Ray, Robbie","2021-04-18"
"2985",0,1,1,71,4,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"2982",0,1,2,73,4,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"2978",0,1,3,76,4,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"2975",1,1,4,80,5,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"2972",1,1,5,83,5,"KC","L","R","R","field_out","Ray, Robbie","2021-04-18"
"2969",1,0,6,86,5,"KC","L","R","R","single","Ray, Robbie","2021-04-18"
"2966",0,1,7,89,5,"KC","L","R","R","strikeout","Ray, Robbie","2021-04-18"
"3119",1,0,4,17,2,"TOR","L","R","R","walk","Ray, Robbie","2021-04-12"
"3115",0,1,5,23,2,"TOR","L","R","R","grounded_into_double_play","Ray, Robbie","2021-04-12"
"3108",0,0,6,27,2,"TOR","L","R","R","walk","Ray, Robbie","2021-04-12"
"3104",0,1,7,34,2,"TOR","L","L","R","force_out","Ray, Robbie","2021-04-12"
"3101",0,1,8,38,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-12"
"3097",0,1,9,41,3,"TOR","L","L","R","field_out","Ray, Robbie","2021-04-12"
"3092",1,1,1,45,3,"TOR","L","R","R","strikeout","Ray, Robbie","2021-04-12"
"3088",1,1,2,50,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-12"
"3081",1,0,3,54,4,"TOR","L","R","R","walk","Ray, Robbie","2021-04-12"
"3079",0,1,4,61,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-12"
"3078",0,1,5,63,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-12"
"3074",0,1,6,64,5,"TOR","L","R","R","strikeout","Ray, Robbie","2021-04-12"
"3071",1,0,7,68,5,"TOR","L","L","R","single","Ray, Robbie","2021-04-12"
"3068",0,0,8,71,5,"TOR","L","R","R","home_run","Ray, Robbie","2021-04-12"
"3061",0,0,9,74,5,"TOR","L","L","R","single","Ray, Robbie","2021-04-12"
"3058",0,1,1,81,5,"TOR","L","R","R","grounded_into_double_play","Ray, Robbie","2021-04-12"
